INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
套装编号	套装名字	套装数量	套装id  list	套装数量	套装属性1	属性数值1	套装数量	套装属性2	属性数值2	套装数量	套装属性3	属性数值3	套装数量	套装属性4	属性数值4	特效名字	特效绑定点	特效名字	特效绑定点	特效名字	特效绑定点	特效名字	特效绑定点
2	重骑兵冲锋套装	2	10016002|10206004	2	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
3	重骑兵斩将套装	2	10026002|10206005	2	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
4	重骑兵点杀套装	2	10036002|10206006	2	14	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
5	重骑兵擒王套装	2	10046002|10206007	2	14	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
6	重骑兵挥军套装	2	10056002|10206008	2	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
7	重骑兵辕门套装	2	10066002|10206009	2	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点		
10	十夫长名将套装	5	10206100~10209200|10236100~10239200|10256100~10259200|10266100~10269200|10276100~10279200	2	94	10	5	16	15	5	18	15	5	20	15								
11	百夫长名将套装	5	10206160~10209206|10236160~10239206|10256160~10259206|10266160~10269206|10276160~10279206	2	94	20	5	16	25	5	18	25	5	20	25								
12	千夫长名将套装	5	10206220~10209212|10236220~10239212|10256220~10259212|10266220~10269212|10276220~10279212	2	94	30	5	16	35	5	18	35	5	20	35								
13	十夫长名将套装	5	10206110~10209201|10236110~10239201|10256110~10259201|10266110~10269201|10276110~10279201	2	94	10	5	16	15	5	18	15	5	20	15								
14	百夫长名将套装	5	10206170~10209207|10236170~10239207|10256170~10259207|10266170~10269207|10276170~10279207	2	94	20	5	16	25	5	18	25	5	20	25								
15	千夫长名将套装	5	10206230~10209213|10236230~10239213|10256230~10259213|10266230~10269213|10276230~10279213	2	94	30	5	16	35	5	18	35	5	20	35								
16	十夫长名将套装	5	10206120~10209202|10236120~10239202|10256120~10259202|10266120~10269202|10276120~10279202	2	94	10	5	16	15	5	18	15	5	20	15								
17	百夫长名将套装	5	10206180~10209208|10236180~10239208|10256180~10259208|10266180~10269208|10276180~10279208	2	94	20	5	16	25	5	18	25	5	20	25								
18	千夫长名将套装	5	10206240~10209214|10236240~10239214|10256240~10259214|10266240~10269214|10276240~10279214	2	94	30	5	16	35	5	18	35	5	20	35
19	十夫长名将套装	5	10206130~10209203|10236130~10239203|10256130~10259203|10266130~10269203|10276130~10279203	2	94	10	5	16	15	5	18	15	5	20	15
20	百夫长名将套装	5	10206190~10209209|10236190~10239209|10256190~10259209|10266190~10269209|10276190~10279209	2	94	20	5	16	25	5	18	25	5	20	25
21	千夫长名将套装	5	10206250~10209215|10236250~10239215|10256250~10259215|10266250~10269215|10276250~10279215	2	94	30	5	16	35	5	18	35	5	20	35
22	十夫长名将套装	5	10206140~10209204|10236140~10239204|10256140~10259204|10266140~10269204|10276140~10279204	2	94	10	5	16	15	5	18	15	5	20	15
23	百夫长名将套装	5	10206200~10209210|10236200~10239210|10256200~10259210|10266200~10269210|10276200~10279210	2	94	20	5	16	25	5	18	25	5	20	25
24	千夫长名将套装	5	10206260~10209216|10236260~10239216|10256260~10259216|10266260~10269216|10276260~10279216	2	94	30	5	16	35	5	18	35	5	20	35
25	十夫长名将套装	5	10206150~10209205|10236150~10239205|10256150~10259205|10266150~10269205|10276150~10279205	2	94	10	5	16	15	5	18	15	5	20	15
26	百夫长名将套装	5	10206210~10209211|10236210~10239211|10256210~10259211|10266210~10269211|10276210~10279211	2	94	20	5	16	25	5	18	25	5	20	25
27	千夫长名将套装	5	10206270~10209217|10236270~10239217|10256270~10259217|10266270~10269217|10276270~10279217	2	94	30	5	16	35	5	18	35	5	20	35
28	十夫长名将套装	5	10016100|10076100|10246100|10286100|10296090	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
29	百夫长名将套装	5	10016110|10076110|10246160|10286160|10296130	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
30	千夫长名将套装	5	10016120|10076120|10246220|10286220|10296190	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
31	十夫长名将套装	5	10026100|10086100|10246110|10286110|10296091	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
32	百夫长名将套装	5	10026110|10086110|10246170|10286170|10296140	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
33	千夫长名将套装	5	10026120|10086120|10246230|10286230|10296200	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
34	十夫长名将套装	5	10036100|10096100|10246120|10286120|10296092	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
35	百夫长名将套装	5	10036110|10096110|10246180|10286180|10296150	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
36	千夫长名将套装	5	10036120|10096120|10246240|10286240|10296210	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
37	十夫长名将套装	5	10046100|10106100|10246130|10286130|10296100	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
38	百夫长名将套装	5	10046110|10106110|10246190|10286190|10296160	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
39	千夫长名将套装	5	10046120|10106120|10246250|10286250|10296220	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
40	十夫长名将套装	5	10056100|10116100|10246140|10286140|10296110	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
41	百夫长名将套装	5	10056110|10116110|10246200|10286200|10296170	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
42	千夫长名将套装	5	10056120|10116120|10246260|10286260|10296230	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
43	十夫长名将套装	5	10066100|10126100|10246150|10286150|10296120	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
44	百夫长名将套装	5	10066110|10126110|10246210|10286210|10296180	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
45	千夫长名将套装	5	10066120|10126120|10246270|10286270|10296240	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
46	致胜套装	2	10286080|10296080	2	50	5	-1	-1	-1	-1	-1	-1	-1	-1	-1
47	征服套装	2	10286081|10296081	2	50	5	-1	-1	-1	-1	-1	-1	-1	-1	-1
48	统御套装	2	10286082|10296082	2	50	5	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	十夫长名将套装	5	10352011|10412011|10249200|10288000|10298000	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
50	百夫长名将套装	5	10352012|10412012|10249206|10288006|10298006	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
51	千夫长名将套装	5	10352013|10412013|10249212|10288012|10298012	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
52	十夫长名将套装	5	10362011|10422011|10249201|10288001|10298001	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
53	百夫长名将套装	5	10362012|10422012|10249207|10288007|10298007	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
54	千夫长名将套装	5	10362013|10422013|10249213|10288013|10298013	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
55	十夫长名将套装	5	10372011|10432011|10249202|10288002|10298002	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
56	百夫长名将套装	5	10372012|10432012|10249208|10288008|10298008	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
57	千夫长名将套装	5	10372013|10432013|10249214|10288014|10298014	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
58	十夫长名将套装	5	10382011|10442011|10249203|10288003|10298003	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
59	百夫长名将套装	5	10382012|10442012|10249209|10288009|10298009	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
60	千夫长名将套装	5	10382013|10442013|10249215|10288015|10298015	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
61	十夫长名将套装	5	10392011|10452011|10249204|10288004|10298004	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
62	百夫长名将套装	5	10392012|10452012|10249210|10288010|10298010	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
63	千夫长名将套装	5	10392013|10452013|10249216|10288016|10298016	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1
64	十夫长名将套装	5	10402011|10462011|10249205|10288005|10298005	2	8	10	5	54	3	-1	-1	-1	-1	-1	-1
65	百夫长名将套装	5	10402012|10462012|10249211|10288011|10298011	2	8	20	5	54	4	-1	-1	-1	-1	-1	-1
66	千夫长名将套装	5	10402013|10462013|10249217|10288017|10298017	2	8	30	5	54	5	-1	-1	-1	-1	-1	-1						
67	重骑兵冲锋套装	2	10352002|10206013	2	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
68	重骑兵斩将套装	2	10362002|10206014	2	12	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
69	重骑兵点杀套装	2	10372002|10206015	2	14	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
70	重骑兵擒王套装	2	10382002|10206016	2	14	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
71	重骑兵挥军套装	2	10392002|10206017	2	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
72	重骑兵辕门套装	2	10402002|10206018	2	10	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	装备套装身_01	人物身体受击点	装备套装手_01	人物左手绑定点	装备套装手_01	人物右手绑定点
100	世传君主套装	8	10014001~10019801|10074001~10077801|10204001~10208801|10234001~10238801|10244001~10248801|10254001~10258801|10264001~10268801|10274001~10278801	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
101	国传君主套装	8	10014002~10019802|10074002~10077802|10204002~10208802|10234002~10238802|10244002~10248802|10254002~10258802|10264002~10268802|10274002~10278802	2	38	1	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
102	神传君主套装	8	10014003~10019803~10019900~10019910|10074003~10077803~10078000~10078010|10204003~10208803~10209000~10209100|10234003~10238803~10239000~10239100|10244003~10248803~10249000~10249100|10254003~10258803~10259000~10259100|10264003~10268803~10269000~10269100|10274003~10278803~10279000~10279100	2	8	55	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
110	世传君主套装	8	10024001~10028801|10084001~10087801|10204011~10208811|10234011~10238811|10244011~10248811|10254011~10258811|10264011~10268811|10274011~10278811	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
111	国传君主套装	8	10024002~10028802|10084002~10087802|10204012~10208812|10234012~10238812|10244012~10248812|10254012~10258812|10264012~10268812|10274012~10278812	2	27	10	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
112	神传君主套装	8	10024003~10028803~10029000~10029010|10084003~10087803~10088000~10088010|10204013~10208813~10209001~10209101|10234013~10238813~10239001~10239101|10244013~10248813~10249001~10249101|10254013~10258813~10259001~10259101|10264013~10268813~10269001~10269101|10274013~10278813~10279001~10279101	2	8	55	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
120	世传君主套装	8	10034001~10038801|10094001~10097801|10204021~10208821|10234021~10238821|10244021~10248821|10254021~10258821|10264021~10268821|10274021~10278821	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
121	国传君主套装	8	10034002~10038802|10094002~10097802|10204022~10208822|10234022~10238822|10244022~10248822|10254022~10258822|10264022~10268822|10274022~10278822	2	28	1	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
122	神传君主套装	8	10034003~10038803~10039000~10039010|10094003~10097803~10098000~10098010|10204023~10208823~10209002~10209102|10234023~10238823~10239002~10239102|10244023~10248823~10249002~10249102|10254023~10258823~10259002~10259102|10264023~10268823~10269002~10269102|10274023~10278823~10279002~10279102	2	8	55	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
130	世传君主套装	8	10044001~10048801|10104001~10107801|10204031~10208831|10234031~10238831|10244031~10248831|10254031~10258831|10264031~10268831|10274031~10278831	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
131	国传君主套装	8	10044002~10048802|10104002~10107802|10204032~10208832|10234032~10238832|10244032~10248832|10254032~10258832|10264032~10268832|10274032~10278832	2	29	1	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
132	神传君主套装	8	10044003~10048803~10049000~10049010|10104003~10107803~10108000~10108010|10204033~10208833~10209003~10209103|10234033~10238833~10239003~10239103|10244033~10248833~10249003~10249103|10254033~10258833~10259003~10259103|10264033~10268833~10269003~10269103|10274033~10278833~10279003~10279103	2	8	55	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
140	世传君主套装	8	10054001~10058801|10114001~10117801|10204041~10208841|10234041~10238841|10244041~10248841|10254041~10258841|10264041~10268841|10274041~10278841	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
141	国传君主套装	8	10054002~10058802|10114002~10117802|10204042~10208842|10234042~10238842|10244042~10248842|10254042~10258842|10264042~10268842|10274042~10278842	2	42	30	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
142	神传君主套装	8	10054003~10058803~10059000~10059010|10114003~10117803~10118000~10118010|10204043~10208843~10209004~10209104|10234043~10238843~10239004~10239104|10244043~10248843~10249004~10249104|10254043~10258843~10259004~10259104|10264043~10268843~10269004~10269104|10274043~10278843~10279004~10279104	2	42	80	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
150	世传君主套装	8	10064001~10068801|10124001~10127801|10204051~10208851|10234051~10238851|10244051~10248851|10254051~10258851|10264051~10268851|10274051~10278851	2	8	15	4	53	5	6	97	10	8	54	5	装备套装身_02	人物身体受击点	装备套装手_02	人物左手绑定点	装备套装手_02	人物右手绑定点
151	国传君主套装	8	10064002~10068802|10124002~10127802|10204052~10208852|10234052~10238852|10244052~10248852|10254052~10258852|10264052~10268852|10274052~10278852	2	43	30	4	53	6	6	97	20	8	54	6	装备套装身_03	人物身体受击点	装备套装手_03	人物左手绑定点	装备套装手_03	人物右手绑定点
152	神传君主套装	8	10064003~10068803~10069000~10069010|10124003~10127803~10128000~10128010|10204053~10208853~10209005~10209105|10234053~10238853~10239005~10239105|10244053~10248853~10249005~10249105|10254053~10258853~10259005~10259105|10264053~10268853~10269005~10269105|10274053~10278853~10279005~10279105	2	43	80	4	53	7	6	97	30	8	54	7	装备套装身_04	人物身体受击点	装备套装手_04	人物左手绑定点	装备套装手_04	人物右手绑定点
200	百度护法套装	8	10019000|10077000|10238000|10208000|10268000|10248000|10258000|10278000	2	0	30	4	8	15	6	50	2	8	12	10		 				
201	千寻护法套装	8	10019200|10077200|10238200|10208200|10268200|10248200|10258200|10278200	2	0	50	4	8	25	6	50	3	8	12	18		 				
210	百度护法套装	8	10028000|10087000|10238010|10208010|10268010|10248010|10258010|10278010	2	0	30	4	8	15	6	50	2	8	12	10		 				
211	千寻护法套装	8	10028200|10087200|10238210|10208210|10268210|10248210|10258210|10278210	2	0	50	4	8	25	6	50	3	8	12	18		 				
220	百度护法套装	8	10038000|10097000|10238020|10208020|10268020|10248020|10258020|10278020	2	2	30	4	8	15	6	50	2	8	14	10		 				
221	千寻护法套装	8	10038200|10097200|10238220|10208220|10268220|10248220|10258220|10278220	2	2	50	4	8	25	6	50	3	8	14	18		 				
230	百度护法套装	8	10048000|10107000|10238030|10208030|10268030|10248030|10258030|10278030	2	2	30	4	8	15	6	50	2	8	14	10		 				
231	千寻护法套装	8	10048200|10107200|10238230|10208230|10268230|10248230|10258230|10278230	2	2	50	4	8	25	6	50	3	8	14	18		 
240	百度护法套装	8	10058000|10117000|10238040|10208040|10268040|10248040|10258040|10278040	2	4	30	4	8	15	6	50	2	8	10	10		 
241	千寻护法套装	8	10058200|10117200|10238240|10208240|10268240|10248240|10258240|10278240	2	4	50	4	8	25	6	50	3	8	10	18		 
250	百度护法套装	8	10068000|10127000|10238050|10208050|10268050|10248050|10258050|10278050	2	4	30	4	8	15	6	50	2	8	10	10		 
251	千寻护法套装	8	10068200|10127200|10238250|10208250|10268250|10248250|10258250|10278250	2	4	50	4	8	25	6	50	3	8	10	18		 
300	男爵骑士套装	8	10019100|10077100|10238100|10208100|10268100|10248100|10258100|10278100	2	16	14	4	20	14	6	18	14	8	54	3		 
301	子爵骑士套装	8	10019300|10077300|10238300|10208300|10268300|10248300|10258300|10278300	2	16	21	4	20	21	6	18	21	8	54	4		
310	男爵骑士套装	8	10028100|10087100|10238110|10208110|10268110|10248110|10258110|10278110	2	16	14	4	20	14	6	18	14	8	54	3		
311	子爵骑士套装	8	10028300|10087300|10238310|10208310|10268310|10248310|10258310|10278310	2	16	21	4	20	21	6	18	21	8	54	4		
320	男爵骑士套装	8	10038100|10097100|10238120|10208120|10268120|10248120|10258120|10278120	2	16	14	4	20	14	6	18	14	8	54	3		
321	子爵骑士套装	8	10038300|10097300|10238320|10208320|10268320|10248320|10258320|10278320	2	16	21	4	20	21	6	18	21	8	54	4		
330	男爵骑士套装	8	10048100|10107100|10238130|10208130|10268130|10248130|10258130|10278130	2	16	14	4	20	14	6	18	14	8	54	3		
331	子爵骑士套装	8	10048300|10107300|10238330|10208330|10268330|10248330|10258330|10278330	2	16	21	4	20	21	6	18	21	8	54	4		
340	男爵骑士套装	8	10058100|10117100|10238140|10208140|10268140|10248140|10258140|10278140	2	16	14	4	20	14	6	18	14	8	54	3		
341	子爵骑士套装	8	10058300|10117300|10238340|10208340|10268340|10248340|10258340|10278340	2	16	21	4	20	21	6	18	21	8	54	4		
350	男爵骑士套装	8	10068100|10127100|10238150|10208150|10268150|10248150|10258150|10278150	2	16	14	4	20	14	6	18	14	8	54	3		
351	子爵骑士套装	8	10068300|10127300|10238350|10208350|10268350|10248350|10258350|10278350	2	16	21	4	20	21	6	18	21	8	54	4		
400	四象江湖套装	8	10019400|10077400|10238400|10208400|10268400|10248400|10258400|10278400	2	50	2	4	8	15	6	0	30	8	51	2		
401	六合江湖套装	8	10019500|10077500|10238500|10208500|10268500|10248500|10258500|10278500	2	50	3	4	8	25	6	0	50	8	51	3		
410	四象江湖套装	8	10028400|10087400|10238410|10208410|10268410|10248410|10258410|10278410	2	50	2	4	8	15	6	0	30	8	51	2		
411	六合江湖套装	8	10028500|10087500|10238510|10208510|10268510|10248510|10258510|10278510	2	50	3	4	8	25	6	0	50	8	51	3		
420	四象江湖套装	8	10038400|10097400|10238420|10208420|10268420|10248420|10258420|10278420	2	50	2	4	8	15	6	2	30	8	51	2		
421	六合江湖套装	8	10038500|10097500|10238520|10208520|10268520|10248520|10258520|10278520	2	50	3	4	8	25	6	2	50	8	51	3		
430	四象江湖套装	8	10048400|10107400|10238430|10208430|10268430|10248430|10258430|10278430	2	50	2	4	8	15	6	2	30	8	51	2		
431	六合江湖套装	8	10048500|10107500|10238530|10208530|10268530|10248530|10258530|10278530	2	50	3	4	8	25	6	2	50	8	51	3		
